"Date","IBM_Volume","IBM_AdjClose","Apple_Volume","Apple_AdjClose","MSFT_Volume","MSFT_AdjClose","Intel_Volume","Intel_AdjClose","SnP500","UST_Mo_1","UST_Mo_3","UST_Mo_6","UST_Yr_1","UST_Yr_2","UST_Yr_3","UST_Yr_5","UST_Yr_7","UST_Yr_10","UST_Yr_20","UST_Yr_30"
"2015-10-26","3489400","142.324968","66333800","114.169128","64633300","53.886785","22646900","34.04836",2071.179932,0.01,0.02,0.16,0.25,0.66,0.94,1.41,1.78,2.07,2.5,2.87
"2015-10-27","15008500","136.578865","69884400","113.446167","50999900","53.330533","22630100","33.93024",2065.889893,0.01,0.03,0.18,0.29,0.65,0.92,1.38,1.75,2.05,2.48,2.86
"2015-10-28","8511400","139.521266","85551400","118.120677","47000800","53.618592","21908400","34.16648",2090.350098,0.03,0.04,0.21,0.33,0.73,1,1.47,1.83,2.1,2.5,2.87
"2015-10-29","3710400","139.243869","51227300","119.368538","30202100","53.002744","21325200","33.497128",2089.409912,0.02,0.07,0.21,0.33,0.75,1.05,1.53,1.9,2.19,2.6,2.96
"2015-10-30","3984000","138.778236","49365300","118.348464","46619800","52.287563","24693900","33.329792",2079.360107,0.01,0.08,0.23,0.34,0.75,1.05,1.52,1.88,2.16,2.57,2.93
"2015-11-02","3822200","139.065534","32203300","120.012276","30285000","52.883549","21743100","33.575877",2104.050049,0.01,0.08,0.27,0.37,0.77,1.08,1.57,1.93,2.2,2.6,2.95
"2015-11-03","4349400","140.561511","45519000","121.388881","36596900","53.787456","18167000","33.772746",2109.790039,0.07,0.06,0.26,0.39,0.8,1.1,1.59,1.96,2.23,2.65,3
"2015-11-04","3516900","140.313834","44886100","120.824373","37087800","54.035782","20762100","33.852049",2102.310059,0.07,0.05,0.27,0.4,0.84,1.16,1.64,1.99,2.25,2.66,3
"2015-11-05","5096900","138.589999","39552700","120.267398","31468500","54.015915","16486100","33.703357",2099.929932,0.04,0.05,0.27,0.42,0.85,1.16,1.65,2,2.26,2.68,3.01
"2015-11-06","4744900","138.25","33042300","120.406641","32851200","54.552297","23701700","33.544753",2099.199951,0.04,0.08,0.32,0.47,0.9,1.23,1.73,2.09,2.34,2.76,3.09
"2015-11-09","8075600","135.309998","33871400","119.919288","32513100","53.797387","24168700","33.059026",2078.580078,0.06,0.14,0.34,0.47,0.89,1.27,1.75,2.11,2.36,2.79,3.12
"2015-11-10","4520800","135.470001","59127900","116.139793","55283700","53.151738","22451700","32.920248",2081.719971,0.08,0.13,0.34,0.51,0.87,1.22,1.72,2.08,2.32,2.76,3.1
"2015-11-12","4701400","133.039993","32525600","115.095465","35361100","52.963011","23265400","32.117318",2045.969971,0.08,0.14,0.35,0.51,0.89,1.24,1.73,2.09,2.32,2.75,3.09
"2015-11-13","4613800","131.75","45812400","111.733702","36848200","52.486225","23673200","31.829847",2023.040039,0.03,0.14,0.31,0.5,0.86,1.2,1.67,2.05,2.28,2.72,3.06
"2015-11-16","4190800","133.710007","38106700","113.563775","32165200","53.409999","29899700","31.819932",2053.189941,0.05,0.15,0.33,0.5,0.88,1.18,1.66,2.02,2.27,2.72,3.07
"2015-11-17","2815100","133.820007","27616900","113.076422","31551300","52.970001","22636400","32.355222",2050.439941,0.07,0.14,0.34,0.5,0.86,1.18,1.66,2.02,2.25,2.69,3.04
"2015-11-18","4149200","135.820007","46674700","116.656991","29710000","53.849998","18619800","32.870685",2083.580078,0.07,0.12,0.31,0.49,0.9,1.21,1.69,2.04,2.27,2.7,3.04
"2015-11-19","4753600","136.740005","43295800","118.138948","28149200","53.939999","45381600","34.000738",2081.23999,0.06,0.11,0.31,0.49,0.91,1.21,1.68,2.02,2.24,2.66,3
"2015-11-20","5176400","138.5","34287100","118.656145","37147600","54.189999","41137700","34.357598",2089.169922,0.05,0.12,0.31,0.49,0.93,1.23,1.7,2.04,2.26,2.68,3.02
"2015-11-23","5137900","138.460007","32482500","117.114508","28235900","54.189999","20152900","34.179168",2086.590088,0.06,0.14,0.35,0.5,0.94,1.26,1.7,2.03,2.25,2.66,3
"2015-11-24","3407700","138.600006","42803200","118.238406","24600000","54.25","21413500","34.060216",2089.139893,0.13,0.16,0.36,0.52,0.93,1.23,1.66,2.01,2.24,2.65,3
"2015-11-25","3238200","138","21388300","117.392995","21005100","53.689999","17939400","34.149431",2088.870117,0.14,0.19,0.39,0.52,0.93,1.25,1.66,2.01,2.23,2.64,3
"2015-11-27","1415800","138.460007","13046400","117.174181","9000500","53.93","6620900","34.159342",2090.110107,0.13,0.18,0.38,0.5,0.92,1.23,1.64,1.99,2.22,2.64,3
"2015-11-30","4301500","139.419998","39180300","117.661542","53885400","54.349998","21785800","34.466639",2080.409912,0.11,0.22,0.42,0.51,0.94,1.24,1.65,1.99,2.21,2.63,2.98
"2015-12-01","4187400","141.279999","34852400","116.706717","39848600","55.220001","23560200","34.783847",2102.629883,0.19,0.21,0.42,0.51,0.91,1.19,1.59,1.93,2.15,2.55,2.91
"2015-12-02","3707800","139.699997","33386600","115.65244","47244600","55.209999","18688200","34.526117",2079.51001,0.19,0.21,0.42,0.52,0.94,1.23,1.63,1.97,2.18,2.55,2.91
"2015-12-03","5900900","138.919998","41569500","114.578267","38532200","54.200001","30131100","33.743008",2049.620117,0.18,0.21,0.45,0.57,0.96,1.27,1.74,2.1,2.33,2.72,3.07
"2015-12-04","4504700","140.429993","57777000","118.387598","42445600","55.91","24901000","34.635154",2091.689941,0.17,0.23,0.49,0.6,0.96,1.25,1.71,2.06,2.28,2.65,3.01
"2015-12-07","3272000","139.550003","32084200","117.641646","30621700","55.810001","17731900","34.684721",2077.070068,0.21,0.29,0.57,0.67,0.94,1.24,1.67,2.02,2.23,2.59,2.95
"2015-12-08","3859100","138.050003","34309500","117.591921","32597200","55.790001","13380200","34.446813",2063.590088,0.23,0.27,0.58,0.76,0.94,1.25,1.68,2.02,2.24,2.61,2.97
"2015-12-09","4546600","136.610001","46361400","114.996006","36150100","54.98","22548300","34.506291",2047.619995,0.19,0.26,0.53,0.72,0.93,1.22,1.64,1.99,2.22,2.59,2.97
"2015-12-10","4754800","136.779999","29212700","115.543033","31620700","55.27","17400700","34.466639",2052.22998,0.19,0.24,0.55,0.71,0.95,1.25,1.68,2.03,2.24,2.6,2.98
"2015-12-11","5315200","134.570007","46886200","112.569172","39364600","54.060001","21251400","33.971001",2012.369995,0.15,0.23,0.52,0.68,0.88,1.16,1.56,1.91,2.13,2.49,2.87
"2015-12-14","5103800","135.929993","64318700","111.872953","46768900","55.139999","19357100","34.169257",2021.939941,0.13,0.26,0.54,0.68,0.97,1.25,1.66,2.02,2.23,2.59,2.96
"2015-12-15","4207900","137.789993","52978100","109.893688","39459000","55.200001","24051300","34.873062",2043.410034,0.21,0.25,0.54,0.69,0.98,1.29,1.71,2.06,2.28,2.62,3
"2015-12-16","4313300","139.289993","56238500","110.739099","37245900","56.130001","23257900","34.992013",2073.070068,0.2,0.27,0.51,0.7,1.02,1.35,1.75,2.11,2.3,2.65,3.02
"2015-12-17","4048600","136.75","44772800","108.391842","41206000","55.700001","24963600","34.605417",2041.890015,0.18,0.23,0.48,0.69,1,1.33,1.73,2.05,2.24,2.57,2.94
"2015-12-18","8983100","134.899994","96453300","105.457759","83629500","54.130001","41336600","33.57449",2005.550049,0.16,0.19,0.47,0.67,0.97,1.27,1.67,2,2.19,2.54,2.9
"2015-12-21","4673500","135.5","47590600","106.750746","36905800","54.830002","18006800","33.941264",2021.150024,0.14,0.24,0.51,0.64,0.96,1.28,1.67,2,2.2,2.55,2.92
"2015-12-22","4081000","137.929993","32789400","106.651287","28300300","55.349998","18422000","34.426987",2038.969971,0.19,0.21,0.47,0.66,0.99,1.31,1.71,2.04,2.24,2.6,2.96
"2015-12-23","5042600","138.539993","32657400","108.023837","27029300","55.82","12526500","34.694632",2064.290039,0.19,0.2,0.47,0.65,1.01,1.32,1.74,2.07,2.27,2.64,3
"2015-12-24","1495200","138.25","13596700","107.446965","9558500","55.669998","5893800","34.674806",2060.98999,0.15,0.2,0.49,0.64,1.03,1.33,1.73,2.06,2.25,2.61,2.96
"2015-12-28","3106900","137.610001","26704200","106.243496","21698000","55.950001","9449400","34.625243",2056.5,0.13,0.23,0.51,0.66,1.05,1.33,1.73,2.05,2.24,2.59,2.95
"2015-12-29","3918700","139.779999","30931200","108.153132","27489200","56.549999","14188600","35.130791",2078.360107,0.18,0.23,0.5,0.67,1.09,1.38,1.81,2.12,2.32,2.69,3.04
"2015-12-30","2985600","139.339996","25213800","106.740798","21650300","56.310001","11566800","34.684721",2063.360107,0.08,0.21,0.47,0.64,1.08,1.36,1.8,2.14,2.31,2.69,3.04
"2015-12-31","3443300","137.619995","40912300","104.691918","26529600","55.48","14736700","34.149431",2043.939941,0.14,0.16,0.49,0.65,1.06,1.31,1.76,2.09,2.27,2.67,3.01
